1000,6.01188
1005,5.57764
1010,5.34542
1015,4.49275
1020,4.93476
1025,5.03538
1030,4.75821
1035,5.42778
1040,5.99259
1045,5.02442
1050,5.47262
1055,5.42712
1060,5.34243
1065,6.43565
1070,6.23193
1075,6.00377
1080,5.60843
1085,6.3275
1090,5.13567
1095,5.63335
1100,5.08084
1105,7.35225
1110,5.92085
1115,5.57071
1120,5.23675
1125,5.44135
1130,5.76921
1135,5.71814
1140,5.50101
1145,6.65704
1150,5.1514
1155,5.17254
1160,4.95279
1165,6.81533
1170,6.11662
1175,4.88205
1180,5.60269
1185,5.14408
1190,6.24882
1195,5.9026
1200,5.94805
1205,6.15354
1210,5.82486
1215,6.53081
1220,6.06772
1225,6.21427
1230,6.45561
1235,5.81938
1240,6.62309
1245,5.69905
1250,4.63782
1255,5.1622
1260,5.19206
1265,5.34862
1270,4.90054
1275,5.06088
1280,5.65843
1285,4.92046
1290,6.12231
1295,6.097
1300,5.9516
1305,5.65312
1310,5.48196
1315,6.90192
1320,5.79392
1325,5.32012
1330,5.76311
1335,5.65994
1340,5.60129
1345,5.69594
1350,5.79187
1355,5.12301
1360,5.01723
1365,5.07768
1370,5.68891
1375,5.7075
1380,6.38777
1385,5.42739
1390,4.9841
1395,5.19356
1400,4.94741
1405,5.04978
1410,5.32879
1415,6.02423
1420,6.01266
1425,5.84939
1430,6.91198
1435,5.43725
1440,5.36712
1445,5.42416
1450,5.21338
1455,5.82535
1460,5.11666
1465,5.0486
1470,5.41668
1475,6.17569
1480,6.3166
1485,6.39325
1490,5.71075
1495,6.33174
