0,0.000000
1,-0.108884
2,-0.125465
3,-0.255714
4,-0.231283
5,-0.154992
6,-0.171343
7,-0.036926
8,-0.183207
9,-0.237720
10,-0.157562
11,-0.131658
12,-0.063390
13,-0.215071
14,-0.223728
15,-0.194365
16,-0.304062
17,-0.301328
18,-0.210759
19,-0.286365
20,-0.232530
21,-0.207518
22,-0.164824
23,-0.254455
24,-0.319806
25,-0.252580
26,-0.264339
27,-0.252099
28,-0.244143
29,-0.262964
30,-0.137436
31,-0.087579
32,-0.082766
33,0.039258
34,0.042357
35,0.094064
36,0.091523
37,0.242081
38,0.214461
39,0.243152
40,0.299094
41,0.304223
42,0.246817
43,0.210582
44,0.140832
45,0.093660
46,0.021416
47,0.009313
48,-0.075322
49,-0.060935
50,-0.097584
51,-0.173817
52,-0.133595
53,0.048680
54,-0.032987
55,-0.071332
56,-0.114976
57,-0.064824
58,-0.148368
59,-0.096492
60,-0.085789
61,-0.043773
62,0.012912
63,-0.103739
64,-0.008953
65,-0.120925
66,-0.123099
67,-0.027670
68,0.085031
69,0.161354
70,0.196098
71,0.242335
72,0.263409
73,0.301355
74,0.254481
75,0.361896
76,0.320073
77,0.204308
78,0.244713
79,0.135123
80,0.244287
81,0.256011
82,0.394149
83,0.337756
84,0.363665
85,0.331201
86,0.295989
87,0.365668
88,0.376817
89,0.382085
90,0.298426
91,0.263911
92,0.202384
93,0.314482
94,0.259403
95,0.317805
96,0.197529
97,0.148727
98,0.110982
99,0.118917
100,0.101950
101,0.066988
102,0.050771
103,0.010595
104,-0.117384
105,-0.300145
106,-0.264381
107,-0.220508
108,-0.052139
109,-0.027743
110,0.059692
111,0.091618
112,0.053759
113,0.010735
114,0.040958
115,-0.071416
116,0.002156
117,0.034648
118,0.075359
119,0.031489
120,-0.001512
121,0.018108
122,0.006797
123,0.068264
124,-0.043962
125,-0.098860
126,-0.139638
127,-0.200598
128,-0.256933
129,-0.264808
130,-0.292350
131,-0.320963
132,-0.465896
133,-0.402342
134,-0.446951
135,-0.481027
136,-0.532842
137,-0.532025
138,-0.549146
139,-0.513739
140,-0.459290
141,-0.450930
142,-0.406259
143,-0.496250
144,-0.372612
145,-0.379422
146,-0.375097
147,-0.314479
148,-0.385254
149,-0.462148
150,-0.549994
151,-0.654355
152,-0.616365
153,-0.638925
154,-0.583556
155,-0.492710
156,-0.465439
157,-0.566076
158,-0.504825
159,-0.524878
160,-0.545265
161,-0.534661
162,-0.454805
163,-0.436225
164,-0.444749
165,-0.522618
166,-0.574212
167,-0.533831
168,-0.505342
169,-0.535118
170,-0.494107
171,-0.503883
172,-0.514411
173,-0.580938
174,-0.578060
175,-0.616871
176,-0.596387
177,-0.611586
178,-0.720003
179,-0.766122
180,-0.877271
181,-0.847982
182,-0.907638
183,-0.871147
184,-0.715460
185,-0.602349
186,-0.697876
187,-0.441739
188,-0.443837
189,-0.543616
190,-0.526962
191,-0.580254
192,-0.581607
193,-0.542905
194,-0.544164
195,-0.578856
196,-0.483997
197,-0.484983
198,-0.527193
199,-0.483303
200,-0.490144
201,-0.420491
202,-0.399500
203,-0.326799
204,-0.341040
205,-0.355274
206,-0.224983
207,-0.217913
208,-0.197404
209,-0.269027
210,-0.246075
211,-0.169258
212,-0.277530
213,-0.262443
214,-0.261257
215,-0.220445
216,-0.261082
217,-0.252640
218,-0.229788
219,-0.270545
220,-0.336013
221,-0.140469
222,-0.121974
223,-0.181957
224,-0.200029
225,-0.089711
226,-0.104735
227,-0.093725
228,-0.081678
229,-0.063058
230,-0.021692
231,-0.037612
232,0.083451
233,0.194383
234,0.158193
235,0.118072
236,0.167630
237,0.235454
238,0.308497
239,0.369602
240,0.394862
241,0.533455
242,0.568560
243,0.585681
244,0.467060
245,0.531217
246,0.401838
247,0.296520
248,0.211491
249,0.197092
250,0.101636
251,0.063467
252,0.137779
253,0.134660
254,0.226424
255,0.184401
256,0.303758
257,0.291061
258,0.212546
259,0.197994
260,0.179673
261,0.066765
262,-0.062412
263,0.004193
264,0.062914
265,0.089164
266,0.052779
267,0.020246
268,0.083031
269,0.071332
270,0.098864
271,0.032737
272,0.044605
273,0.101422
274,0.062514
275,0.119852
276,0.093809
277,0.155167
278,0.182126
279,0.205185
280,0.146423
281,0.102336
282,0.104037
283,0.103770
284,0.161019
285,0.118426
286,0.123760
287,-0.016615
288,-0.008594
289,0.002810
290,0.069977
291,0.136563
292,0.270492
293,0.156915
294,0.200187
295,0.262536
296,0.184287
297,0.348466
298,0.462744
299,0.664400
300,0.821954
301,0.911537
302,1.034774
303,1.073836
304,1.091906
305,1.037207
306,1.115167
307,1.180048
308,1.077687
309,1.071413
310,1.002129
311,0.977984
312,0.999943
313,0.927321
314,0.924303
315,0.868689
316,0.908898
317,0.863193
318,0.796075
319,0.678010
320,0.722324
321,0.555561
322,0.513133
323,0.416692
324,0.420460
325,0.383959
326,0.287707
327,0.287587
328,0.342604
329,0.353962
330,0.309005
331,0.346953
332,0.446157
333,0.439162
334,0.406399
335,0.377018
336,0.408817
337,0.440788
338,0.560341
339,0.546939
340,0.482570
341,0.457230
342,0.484321
343,0.503583
344,0.495033
345,0.496516
346,0.509707
347,0.490167
348,0.467304
349,0.536613
350,0.521166
351,0.560748
352,0.525520
353,0.547991
354,0.684050
355,0.679756
356,0.641962
357,0.786717
358,0.812886
359,0.718258
360,0.689147
361,0.730046
362,0.780254
363,0.877651
364,0.964661
365,0.929366
366,0.845679
367,0.883260
368,0.895098
369,0.815925
370,0.618525
371,0.587228
372,0.631537
373,0.638619
374,0.757742
375,0.698543
376,0.653091
377,0.582874
378,0.494143
379,0.514450
380,0.510065
381,0.460145
382,0.513291
383,0.604375
384,0.625801
385,0.520601
386,0.570061
387,0.466797
388,0.424900
389,0.343829
390,0.385345
391,0.353724
392,0.280797
393,0.216061
394,0.089882
395,-0.067999
396,-0.060592
397,-0.011616
398,0.025360
399,0.020506
400,-0.135276
401,-0.188097
402,-0.310321
403,-0.291606
404,-0.280727
405,-0.336720
406,-0.380816
407,-0.417682
408,-0.398991
409,-0.430215
410,-0.429556
411,-0.451036
412,-0.636964
413,-0.642769
414,-0.691890
415,-0.793436
