10,1.74806
15,2.02209
20,2.3446
25,6.36945
30,6.70463
35,4.9682
40,2.92812
45,3.21001
50,3.2044
55,3.50309
60,7.91263
65,13.9213
70,5.91534
75,3.47174
80,3.77157
85,156.236
90,3.79558
95,3.77087
100,3.78192
105,3.81114
110,3.80084
115,3.86721
120,4.01457
125,3.93772
130,3.95263
135,4.03678
140,4.00644
145,4.20911
150,274.003
155,4.27844
160,4.1222
165,4.17393
170,4.32072
175,4.28783
180,4.24693
185,4.25882
190,4.35604
195,4.35469
200,4.36135
205,4.39342
210,4.3688
215,4.5604
220,214.62
225,4.44245
230,4.45003
235,4.63561
240,4.55621
245,4.49874
250,4.58977
255,4.58128
260,4.90182
265,4.64602
270,4.66946
275,5.13289
280,4.66824
285,4.68187
290,4.69658
295,4.72058
300,4.74223
305,4.70308
310,1.4113e+88
315,4.79701
320,4.72368
325,4.76382
330,4.82007
335,4.87942
340,4.82942
345,4.84082
350,4.88827
355,5.27167
360,4.90923
365,4.92253
370,5.01913
375,4.95035
380,4.91858
385,4.91445
390,2.56236e+88
395,3.23746e+87
400,5.02007
405,3.25656e+86
410,4.99003
415,2.99595e+86
420,3.55432e+85
425,2.43551e+85
430,5.68061
435,5.01338
440,5.02672
445,5.97315
450,5.12418
455,5.1718
460,5.06396
465,5.12427
470,5.19651
475,5.11127
480,5.16483
485,5.18042
490,5.19716
495,5.21174
500,5.20652
505,5.1738
510,2.64659e+88
515,3.7259e+87
